route_no,hour_of_day,day_type,occupancy_pct,avg_wait_time_min,traffic_score,event_impact_score,active_buses_on_route,route_demand_index,temp_celsius,buses_to_add
101,9,0,1.032,17.4,4.48,0.0,16,0.85,36.1,5
9A,4,1,0.2,4.7,1.58,0.0,16,0.93,22.7,0
101,22,0,0.579,10.9,1.93,0.0,13,0.85,33.5,0
15G,22,0,0.2,6.9,1.0,0.0,10,0.72,37.4,0
21G,0,1,0.2,8.7,1.82,0.0,17,0.92,24.0,0
M70,9,0,0.572,20.3,4.62,0.0,9,0.6,23.1,0
21G,9,0,1.433,20.6,4.8,0.0,14,0.92,37.6,5
12E,18,0,0.917,18.8,4.12,0.0,12,0.88,26.4,1
47A,8,1,0.818,20.5,5.0,0.0,13,0.95,36.6,0
M70,11,1,0.412,6.1,1.28,0.15,12,0.6,24.1,0
45A,1,0,0.2,2.5,1.06,0.0,17,0.91,22.3,0
32B,1,0,0.2,11.1,1.33,0.0,9,0.68,25.3,0
29B,19,0,0.943,16.4,4.34,0.0,15,0.7,33.2,1
12E,10,1,0.671,10.4,2.84,0.0,14,0.88,39.6,0
11D,18,0,0.86,21.8,5.0,0.0,12,0.7,22.1,0
M70,15,1,0.203,14.7,2.12,0.0,8,0.6,38.8,0
12E,1,0,0.208,6.5,1.51,0.0,15,0.88,34.8,0
29C,2,0,0.2,3.8,1.39,0.0,16,0.88,32.9,0
19C,22,0,0.625,8.4,1.35,0.0,12,0.78,23.9,0
19C,0,1,0.219,6.5,1.03,0.0,9,0.78,39.4,0
45A,10,0,1.13,12.5,2.57,0.0,14,0.91,27.6,5
23C,5,0,0.2,5.0,1.32,0.0,12,0.92,37.5,0
29C,3,0,0.391,4.5,1.03,0.0,12,0.88,38.4,0
5C,14,0,0.692,8.5,1.48,0.0,11,0.85,34.7,0
32B,17,0,1.073,19.7,4.15,0.0,9,0.68,35.4,3
27D,18,1,1.045,20.5,4.47,0.37,14,0.75,37.2,3
21C,1,1,0.364,8.1,1.27,0.18,12,0.9,31.1,0
21G,4,0,0.2,5.2,1.23,0.0,11,0.92,22.0,0
9A,22,1,0.658,3.7,1.31,0.65,13,0.93,28.7,0
11D,2,0,0.2,12.9,2.02,0.0,11,0.7,37.1,0
19C,19,0,1.151,15.9,4.02,0.0,14,0.78,36.4,4
29C,17,1,0.693,14.9,4.25,0.0,16,0.88,24.0,0
11D,9,0,0.657,15.5,3.99,0.0,15,0.7,35.8,0
21G,23,0,0.421,3.3,1.0,0.0,12,0.92,31.7,0
19C,0,0,0.2,8.7,1.43,0.0,12,0.78,27.4,0
19C,7,1,0.705,15.1,3.84,0.0,12,0.78,36.1,0
47A,11,1,0.682,5.5,1.4,0.0,17,0.95,37.9,0
19C,11,0,0.589,8.8,1.85,0.0,10,0.78,38.8,0
21G,11,0,0.546,7.3,1.87,0.0,14,0.92,24.8,0
27D,19,0,1.042,17.2,3.74,0.1,11,0.75,28.3,3
70,6,0,0.654,7.3,1.43,0.0,11,0.86,30.6,0
47A,19,0,1.279,18.2,4.6,0.0,11,0.95,27.3,4
47A,13,0,0.694,9.5,2.03,0.0,17,0.95,32.2,0
32B,1,0,0.2,6.5,1.0,0.0,13,0.68,37.0,0
47A,6,0,0.839,4.8,1.22,0.0,13,0.95,23.9,0
23C,16,1,0.461,8.2,1.33,0.0,12,0.92,36.5,0
32B,22,0,0.434,5.5,1.52,0.0,11,0.68,41.0,0
5C,2,0,0.2,10.1,1.73,0.0,13,0.85,34.7,0
12E,17,0,1.076,13.5,3.18,0.0,16,0.88,39.5,5
101,7,0,1.308,13.4,3.98,0.0,16,0.85,38.2,5
21C,20,0,1.026,11.4,3.27,0.0,15,0.9,24.7,5
29B,17,1,0.629,12.9,3.48,0.14,14,0.7,39.0,0
23C,0,0,0.505,8.3,1.89,0.26,12,0.92,37.8,0
70,21,0,1.228,6.5,1.36,0.0,11,0.86,41.8,4
47A,21,0,1.282,6.4,1.63,0.0,11,0.95,37.3,5
11D,0,0,0.2,8.1,1.58,0.0,10,0.7,35.0,0
21G,7,0,1.441,14.3,3.28,0.0,11,0.92,23.5,5
27D,8,0,1.076,24.9,5.0,0.0,10,0.75,32.9,3
23C,12,0,0.501,9.6,1.94,0.0,14,0.92,29.3,0
29C,8,0,1.135,18.0,4.44,0.0,16,0.88,38.9,5
104,20,0,1.109,18.4,4.04,0.0,12,0.8,38.4,3
5C,6,0,0.474,5.6,1.82,0.22,10,0.85,26.7,0
M70,2,0,0.2,7.8,1.9,0.12,13,0.6,23.5,0
101,0,0,0.405,9.2,1.47,0.0,10,0.85,29.1,0
104,3,0,0.2,7.7,1.32,0.0,12,0.8,41.8,0
15G,6,0,0.525,9.9,1.95,0.0,13,0.72,41.1,0
19C,11,0,0.728,4.9,1.0,0.0,11,0.78,29.4,0
21C,9,0,1.348,16.3,3.83,0.29,16,0.9,35.4,5
29C,18,0,0.911,19.3,5.0,0.0,13,0.88,37.3,1
12E,21,0,1.346,7.0,1.41,0.0,11,0.88,30.6,4
29C,14,0,0.78,6.1,2.26,0.0,13,0.88,41.2,0
23C,4,1,0.273,6.9,2.12,0.0,16,0.92,22.2,0
15G,4,1,0.271,2.0,1.0,0.27,14,0.72,41.7,0
101,21,1,0.693,2.6,1.2,0.0,16,0.85,41.5,0
5C,22,0,0.549,6.9,1.75,0.0,12,0.85,24.4,0
5C,8,0,0.875,18.5,4.6,0.1,11,0.85,34.7,1
9A,7,0,1.14,16.7,4.26,0.0,11,0.93,38.8,4
5C,2,0,0.2,7.6,1.69,0.0,15,0.85,34.5,0
45A,6,1,0.2,5.3,1.81,0.0,17,0.91,26.1,0
21C,0,0,0.205,6.3,1.66,0.0,14,0.9,33.7,0
27D,16,0,0.769,6.1,1.12,0.0,13,0.75,28.1,0
101,3,0,0.2,5.7,1.63,0.0,16,0.85,41.4,0
101,16,0,0.452,11.1,1.64,0.0,10,0.85,41.6,0
11D,4,0,0.2,11.5,2.29,0.0,13,0.7,39.2,0
M70,17,0,0.529,23.1,5.0,0.0,8,0.6,25.6,0
12E,4,1,0.2,9.2,1.8,0.0,10,0.88,42.0,0
101,19,1,0.964,17.5,4.21,0.0,15,0.85,33.2,2
21C,14,1,0.669,8.0,1.98,0.0,12,0.9,33.0,0
70,22,1,0.417,7.4,1.36,0.0,14,0.86,32.9,0
21C,8,0,1.049,16.6,4.47,0.0,17,0.9,23.3,5
47A,2,1,0.2,9.0,1.7,0.0,12,0.95,28.7,0
70,17,0,1.225,19.9,4.45,0.0,12,0.86,29.5,5
45A,10,1,0.629,8.7,2.67,0.0,13,0.91,27.4,0
M70,10,0,0.813,13.7,3.23,0.0,11,0.6,31.3,0
5C,3,0,0.2,4.7,1.81,0.0,16,0.85,41.1,0
11D,9,0,0.666,14.8,3.54,0.0,15,0.7,34.3,0
12E,4,1,0.261,8.2,1.8,0.0,14,0.88,31.7,0
9A,20,0,1.489,19.2,3.94,0.0,13,0.93,27.9,5
47A,5,0,0.292,9.5,1.66,0.0,13,0.95,40.0,0
5C,16,0,0.486,4.8,1.48,0.0,16,0.85,24.0,0
104,20,0,1.096,13.2,3.08,0.0,16,0.8,26.3,4
27D,13,1,0.375,11.5,2.32,0.43,9,0.75,37.5,0
21C,23,0,0.716,3.5,1.0,0.0,14,0.9,31.0,0
21G,16,1,0.292,8.9,1.14,0.11,12,0.92,30.4,0
23C,21,0,1.428,7.8,1.7,0.0,15,0.92,31.8,5
11D,19,0,1.011,18.3,3.93,0.0,13,0.7,33.4,2
47A,3,1,0.2,4.6,1.1,0.27,12,0.95,27.7,0
21C,19,0,1.105,18.3,4.61,0.0,12,0.9,36.4,5
27D,10,0,0.985,10.9,2.52,0.0,13,0.75,31.7,3
47A,5,0,0.314,5.5,1.65,0.0,16,0.95,30.8,0
45A,12,0,0.608,10.1,2.37,0.0,16,0.91,35.7,0
19C,18,0,1.07,17.7,4.71,0.0,12,0.78,38.7,3
104,18,0,1.014,22.2,4.84,0.0,10,0.8,39.5,2
29B,7,0,1.15,14.1,3.22,0.0,15,0.7,24.4,4
104,16,0,0.356,10.0,2.29,0.0,13,0.8,40.1,0
29C,8,0,1.406,21.7,4.6,0.0,12,0.88,35.7,4
104,1,0,0.2,4.8,1.0,0.0,14,0.8,35.3,0
12E,13,0,0.712,9.6,2.16,0.0,15,0.88,38.0,0
5C,4,1,0.2,7.5,1.67,0.0,15,0.85,28.5,0
23C,18,0,1.459,17.0,3.79,0.0,13,0.92,28.0,5
102,6,0,0.286,2.4,1.57,0.0,13,0.65,30.4,0
15G,4,0,0.2,5.1,1.32,0.0,13,0.72,32.9,0
45A,16,0,0.542,10.1,1.27,0.1,15,0.91,25.9,0
21C,12,0,1.119,9.8,2.22,0.0,11,0.9,38.3,4
12E,21,0,0.893,8.0,1.55,0.0,14,0.88,23.1,0
29B,3,0,0.2,8.3,1.49,0.0,10,0.7,24.9,0
70,11,1,0.608,4.7,1.04,0.0,11,0.86,34.0,0
19C,12,0,0.97,8.8,2.04,0.0,12,0.78,25.8,1
15G,16,0,0.439,10.1,1.8,0.0,15,0.72,41.1,0
M70,20,0,1.214,13.4,3.23,0.0,14,0.6,28.7,5
12E,14,0,0.722,7.4,1.92,0.0,10,0.88,41.2,0
104,7,1,0.616,19.9,4.41,0.0,16,0.8,39.6,0
21C,0,0,0.461,4.8,1.89,0.68,12,0.9,39.3,0
45A,8,0,1.093,18.6,4.4,0.0,16,0.91,32.4,5
12E,15,0,0.508,11.2,1.96,0.0,11,0.88,28.7,0
5C,14,0,0.947,12.0,1.61,0.0,10,0.85,28.5,0
15G,15,0,0.382,11.0,1.84,0.0,11,0.72,32.6,0
12E,14,0,1.211,10.3,2.04,0.59,16,0.88,31.0,5
101,21,0,1.042,5.8,1.71,0.0,13,0.85,27.7,5
19C,5,0,0.414,10.0,1.77,0.0,13,0.78,34.3,0
19C,16,0,0.451,9.9,1.43,0.0,9,0.78,42.0,0
29C,20,0,1.169,15.9,3.31,0.0,16,0.88,41.4,5
45A,16,0,0.554,10.9,2.28,0.13,11,0.91,27.9,0
47A,18,0,1.379,20.5,4.97,0.26,13,0.95,33.4,5
29B,19,1,0.661,15.4,4.41,0.0,14,0.7,34.7,0
23C,12,0,0.662,13.0,2.94,0.14,12,0.92,33.0,0
19C,17,0,0.92,20.9,4.13,0.0,9,0.78,31.5,2
21G,8,0,1.474,17.7,4.67,0.0,17,0.92,34.8,5
27D,7,0,0.92,17.7,4.29,0.0,15,0.75,35.2,0
27D,2,0,0.2,7.1,1.54,0.0,15,0.75,30.4,0
11D,3,1,0.315,2.0,1.0,0.46,13,0.7,39.7,0
101,3,0,0.303,5.6,1.07,0.0,11,0.85,36.0,0
29C,13,0,0.841,8.1,1.79,0.1,14,0.88,24.6,0
47A,8,0,0.981,18.0,4.13,0.0,15,0.95,34.7,4
12E,2,1,0.273,4.2,1.88,0.19,13,0.88,41.2,0
29B,22,0,0.455,5.9,1.12,0.0,10,0.7,40.5,0
27D,1,0,0.2,10.6,1.9,0.0,14,0.75,38.2,0
102,12,0,1.06,8.0,1.66,0.16,14,0.65,38.3,1
21G,5,0,0.2,7.8,1.59,0.0,12,0.92,34.9,0
29C,21,0,1.153,6.6,1.13,0.0,14,0.88,23.2,5
11D,17,0,1.074,18.9,4.03,0.0,11,0.7,27.8,3
5C,2,0,0.2,7.7,1.39,0.0,15,0.85,40.6,0
5C,21,0,1.097,5.2,1.58,0.14,15,0.85,41.3,4
29B,2,0,0.2,5.5,1.5,0.0,9,0.7,32.8,0
102,22,1,0.214,7.1,1.5,0.0,10,0.65,40.5,0
12E,17,0,1.044,17.7,4.44,0.0,10,0.88,24.4,3
15G,8,0,0.745,21.1,4.81,0.0,12,0.72,28.2,0
70,5,0,0.2,10.3,1.68,0.0,11,0.86,35.5,0
29C,15,0,0.685,7.7,1.88,0.0,13,0.88,39.9,0
45A,22,0,0.753,4.2,1.17,0.0,11,0.91,35.7,0
102,9,1,0.596,18.7,3.87,0.28,9,0.65,40.0,0
12E,20,0,1.207,15.0,2.96,0.0,15,0.88,30.9,5
27D,2,0,0.258,9.2,1.67,0.0,10,0.75,29.6,0
29C,9,0,1.186,13.2,3.61,0.0,14,0.88,36.1,5
47A,10,0,1.09,11.0,2.75,0.0,14,0.95,34.7,5
104,1,0,0.2,11.8,2.16,0.0,11,0.8,30.9,0
23C,9,0,1.479,16.2,3.45,0.0,11,0.92,31.2,4
M70,18,0,0.935,19.0,4.6,0.0,12,0.6,27.0,0
12E,7,0,1.277,20.0,4.0,0.0,11,0.88,27.9,4
29C,3,0,0.429,7.8,1.39,0.37,14,0.88,22.6,0
11D,23,0,0.561,11.0,1.4,0.0,13,0.7,37.7,0
9A,17,1,0.735,19.4,4.27,0.0,16,0.93,23.7,0
101,9,0,1.359,16.7,4.46,0.0,10,0.85,25.7,5
47A,1,0,0.284,7.0,1.98,0.1,11,0.95,31.4,0
19C,1,0,0.2,10.2,2.07,0.36,13,0.78,23.4,0
5C,8,1,0.872,18.0,4.7,0.29,10,0.85,40.1,0
32B,0,0,0.2,9.3,1.61,0.0,13,0.68,29.6,0
15G,4,1,0.242,6.5,1.18,0.26,15,0.72,25.4,0
45A,17,1,0.951,13.4,4.09,0.0,14,0.91,22.5,2
29B,14,1,0.703,7.8,1.87,0.0,12,0.7,25.1,0
11D,6,0,0.453,3.4,1.0,0.0,13,0.7,30.6,0
29B,13,0,0.834,13.3,2.35,0.35,15,0.7,35.8,0
M70,8,0,0.747,16.0,4.23,0.0,13,0.6,36.2,0
47A,23,0,0.607,9.3,2.06,0.0,14,0.95,25.9,0
70,20,0,1.275,14.3,3.36,0.0,12,0.86,27.1,5
29C,18,1,0.894,19.0,4.77,0.0,12,0.88,33.0,1
11D,3,0,0.368,9.1,1.82,0.15,10,0.7,23.1,0
21C,10,1,0.968,11.1,2.99,0.0,14,0.9,38.1,4
5C,12,0,0.751,11.3,2.75,0.0,11,0.85,34.0,0
19C,10,1,0.647,21.4,3.72,0.0,11,0.78,37.6,0
27D,2,1,0.201,8.4,2.21,0.0,12,0.75,27.9,0
21C,19,1,0.684,16.3,3.99,0.0,16,0.9,34.1,0
15G,18,0,1.085,21.0,4.43,0.0,9,0.72,33.6,3
47A,2,0,0.208,4.8,1.89,0.0,15,0.95,24.3,0
21G,9,1,0.92,17.4,3.92,0.0,17,0.92,34.2,3
27D,21,0,1.166,6.4,1.54,0.0,10,0.75,35.5,3
45A,5,0,0.2,3.6,1.21,0.0,12,0.91,28.8,0
104,1,0,0.26,9.4,1.35,0.0,13,0.8,29.6,0
102,6,0,0.389,4.4,1.67,0.0,13,0.65,32.8,0
9A,4,1,0.2,10.4,1.4,0.14,12,0.93,23.0,0
M70,17,0,0.867,18.5,3.93,0.0,9,0.6,27.8,0
45A,0,0,0.262,8.4,1.24,0.0,13,0.91,28.8,0
5C,14,1,0.523,10.0,1.49,0.0,13,0.85,31.5,0
47A,14,0,0.778,2.1,1.05,0.0,15,0.95,28.3,0
70,17,1,0.721,18.3,3.71,0.0,10,0.86,26.4,0
23C,20,1,0.744,9.9,3.28,0.0,15,0.92,26.1,0
15G,12,0,0.538,10.2,2.65,0.0,15,0.72,35.1,0
21C,6,0,0.697,12.4,1.96,0.0,12,0.9,37.3,0
102,17,0,0.949,19.9,4.31,0.47,9,0.65,33.8,0
19C,6,0,0.508,13.1,1.89,0.0,9,0.78,37.8,0
47A,2,1,0.278,2.2,1.0,0.0,16,0.95,30.6,0
21G,22,1,0.244,8.4,1.61,0.0,14,0.92,38.2,0
29B,4,0,0.492,2.0,1.57,0.49,13,0.7,27.5,0
29C,2,0,0.2,9.1,1.95,0.0,11,0.88,35.1,0
45A,3,0,0.871,5.3,1.0,0.7,16,0.91,35.4,0
15G,22,1,0.492,6.2,1.44,0.0,12,0.72,36.5,0
5C,7,0,1.167,14.5,3.77,0.0,10,0.85,34.0,4
21C,19,0,1.371,18.5,4.33,0.0,13,0.9,38.7,5
27D,12,0,0.56,16.2,2.57,0.0,11,0.75,37.6,0
45A,12,0,0.99,10.6,2.4,0.0,11,0.91,27.6,3
104,11,0,0.576,7.9,1.67,0.0,14,0.8,31.1,0
9A,9,0,1.283,15.9,3.56,0.0,11,0.93,35.9,5
102,15,0,0.526,9.5,1.8,0.0,8,0.65,34.4,0
27D,2,1,0.2,10.1,1.73,0.0,15,0.75,28.7,0
29C,15,0,0.524,3.7,1.56,0.0,16,0.88,25.7,0
29C,4,0,0.277,3.8,1.04,0.0,10,0.88,35.6,0
23C,15,1,0.305,6.2,1.67,0.0,15,0.92,26.2,0
5C,17,1,0.716,18.7,3.95,0.0,10,0.85,23.7,0
21C,20,1,0.772,13.5,3.82,0.0,16,0.9,34.9,0
15G,23,0,0.451,5.2,1.78,0.0,12,0.72,35.1,0
12E,4,0,0.362,4.9,1.38,0.0,12,0.88,37.2,0
104,9,0,0.996,16.0,4.11,0.0,16,0.8,22.2,4
27D,13,0,0.458,11.3,2.47,0.0,13,0.75,29.2,0
29B,3,1,0.2,2.0,1.0,0.0,14,0.7,34.0,0
27D,0,1,0.228,7.3,1.51,0.0,15,0.75,41.6,0
11D,14,1,0.595,3.2,1.08,0.0,15,0.7,29.0,0
104,5,0,0.2,4.6,1.83,0.0,16,0.8,34.1,0
15G,2,0,0.2,6.7,1.18,0.0,13,0.72,24.7,0
15G,21,0,1.108,6.2,1.0,0.0,15,0.72,35.6,4
5C,23,0,0.547,7.9,1.0,0.0,16,0.85,24.9,0
M70,21,0,1.279,6.0,1.32,0.79,10,0.6,26.2,4
19C,1,0,0.2,3.4,1.01,0.0,10,0.78,38.0,0
45A,18,0,1.284,22.8,4.81,0.0,14,0.91,24.2,5
21C,4,1,0.429,2.0,1.0,0.1,11,0.9,29.4,0
47A,3,0,0.272,2.0,1.0,0.0,14,0.95,27.0,0
102,18,0,0.998,19.7,4.85,0.0,13,0.65,31.3,2
47A,0,0,0.2,6.2,1.54,0.0,15,0.95,41.6,0
M70,16,0,0.34,6.8,2.15,0.0,13,0.6,36.1,0
29C,15,0,0.737,3.1,1.0,0.0,12,0.88,32.7,0
9A,10,0,1.405,14.4,2.84,0.33,12,0.93,22.3,5
70,23,0,0.2,7.0,1.62,0.0,11,0.86,28.2,0
15G,4,0,0.2,7.0,1.98,0.0,15,0.72,32.4,0
M70,22,0,0.245,2.0,1.35,0.0,13,0.6,37.0,0
23C,2,0,0.2,6.2,1.0,0.0,13,0.92,33.3,0
45A,16,0,0.763,7.3,1.87,0.27,13,0.91,29.8,0
102,5,0,0.2,11.1,1.31,0.0,8,0.65,41.6,0
32B,6,0,0.594,10.3,1.38,0.0,9,0.68,28.4,0
9A,4,1,0.2,2.9,1.46,0.0,15,0.93,41.0,0
12E,8,1,0.726,20.2,4.43,0.0,11,0.88,32.3,0
19C,2,1,0.2,9.5,2.02,0.0,12,0.78,25.0,0
11D,6,0,0.59,2.0,1.46,0.49,15,0.7,30.4,0
19C,6,0,0.77,8.2,1.53,0.0,11,0.78,39.9,0
104,6,0,0.54,13.0,2.05,0.0,11,0.8,29.1,0
11D,6,1,0.2,6.8,1.25,0.0,11,0.7,35.9,0
101,20,0,0.81,7.8,2.89,0.0,15,0.85,32.0,0
29C,7,1,0.933,21.8,4.14,0.0,10,0.88,30.8,2
102,19,1,0.633,17.7,3.85,0.0,9,0.65,33.6,0
104,16,0,0.352,7.4,1.0,0.0,12,0.8,30.8,0
21C,14,1,0.238,6.1,1.83,0.0,16,0.9,25.7,0
29C,18,1,1.073,19.6,5.0,0.0,13,0.88,24.6,5
45A,21,0,1.353,2.5,1.05,0.0,11,0.91,30.9,5
104,8,1,0.868,23.2,4.86,0.0,10,0.8,37.5,0
5C,10,1,0.675,10.5,2.78,0.0,15,0.85,37.7,0
70,4,0,0.263,8.0,1.55,0.0,16,0.86,40.5,0
9A,16,0,0.614,7.2,1.0,0.0,13,0.93,22.2,0
70,12,0,0.649,8.5,2.47,0.0,15,0.86,30.6,0
27D,6,1,0.366,7.2,1.17,0.0,15,0.75,26.5,0
29C,20,0,1.398,12.9,3.79,0.47,15,0.88,22.2,4
104,5,0,0.366,6.4,1.69,0.0,11,0.8,30.8,0
101,10,0,0.84,7.7,2.79,0.0,15,0.85,41.7,0
27D,23,0,0.853,10.0,1.37,0.34,10,0.75,22.9,1
27D,1,0,0.2,4.4,1.64,0.0,13,0.75,39.8,0
29B,23,0,0.51,7.7,1.66,0.44,10,0.7,35.4,0
5C,10,1,0.762,12.0,3.05,0.0,10,0.85,39.4,0
29C,5,0,0.2,8.1,1.57,0.0,11,0.88,37.0,0
M70,17,1,0.711,16.5,4.19,0.0,10,0.6,40.1,0
M70,6,0,0.416,4.6,1.36,0.0,11,0.6,31.9,0
29B,7,1,0.501,17.1,3.65,0.0,14,0.7,29.5,0
9A,20,0,1.324,21.5,4.55,0.0,13,0.93,41.6,5
21C,10,0,0.995,10.5,2.03,0.0,15,0.9,40.4,4
M70,13,0,0.667,12.6,2.12,0.0,11,0.6,35.1,0
23C,0,1,0.2,6.4,2.29,0.0,14,0.92,32.0,0
29C,22,0,0.399,4.9,1.48,0.0,15,0.88,35.6,0
9A,7,0,1.317,15.1,3.37,0.0,14,0.93,28.8,5
27D,0,0,0.2,9.5,1.46,0.0,11,0.75,24.7,0
23C,10,1,1.048,14.9,3.01,0.0,14,0.92,26.3,5
21C,23,1,0.256,3.5,1.31,0.0,17,0.9,32.2,0
12E,22,0,0.62,7.3,1.0,0.0,11,0.88,36.0,0
70,19,1,0.554,17.7,4.03,0.0,15,0.86,35.6,0
11D,11,0,0.394,6.5,1.0,0.0,14,0.7,25.8,0
45A,22,0,0.215,9.1,1.56,0.0,17,0.91,34.8,0
47A,18,0,1.27,19.4,4.4,0.0,15,0.95,38.4,5
5C,15,0,0.358,3.8,2.08,0.0,14,0.85,30.9,0
9A,0,1,0.2,7.4,2.52,0.0,17,0.93,24.9,0
29C,3,0,0.294,10.3,1.49,0.1,11,0.88,24.3,0
102,9,1,0.566,18.7,4.32,0.0,13,0.65,23.0,0
23C,23,0,0.633,6.9,1.33,0.0,13,0.92,27.4,0
23C,6,0,0.713,9.4,1.98,0.45,16,0.92,32.9,0
21G,10,0,1.184,17.3,3.05,0.0,13,0.92,41.8,4
29C,16,1,0.382,6.6,1.74,0.0,16,0.88,28.9,0
47A,15,0,0.375,8.0,1.88,0.0,17,0.95,32.8,0
32B,4,0,0.2,5.9,1.13,0.15,12,0.68,39.1,0
45A,20,1,1.092,10.0,2.86,0.0,14,0.91,24.8,4
29C,4,0,0.2,6.2,1.3,0.0,10,0.88,30.0,0
104,6,0,0.545,12.5,2.21,0.0,13,0.8,38.7,0
32B,1,0,0.2,8.5,1.0,0.0,11,0.68,24.7,0
47A,0,1,0.29,3.3,1.52,0.0,11,0.95,34.6,0
102,22,1,0.374,4.8,1.22,0.0,14,0.65,26.5,0
5C,5,0,0.397,10.2,1.64,0.0,10,0.85,35.4,0
29C,23,0,0.658,5.7,1.28,0.0,12,0.88,27.9,0
101,18,0,1.099,18.8,5.0,0.0,14,0.85,24.6,5
9A,4,1,0.2,6.6,1.0,0.0,15,0.93,36.0,0
102,2,0,0.2,4.4,1.04,0.0,11,0.65,35.7,0
11D,15,1,0.301,3.3,1.0,0.0,15,0.7,36.1,0
9A,7,0,1.511,16.0,3.81,0.0,11,0.93,29.8,4
29C,20,0,1.185,15.9,3.68,0.0,13,0.88,28.3,5
27D,16,0,0.355,9.1,2.07,0.0,11,0.75,22.3,0
19C,23,0,0.304,13.5,1.99,0.0,13,0.78,30.4,0
45A,6,0,0.872,4.9,1.36,0.0,11,0.91,33.7,0
19C,21,0,1.13,2.4,1.0,0.0,10,0.78,27.5,3
70,13,0,0.833,11.9,2.97,0.0,11,0.86,35.4,0
70,12,0,0.694,11.6,2.81,0.0,14,0.86,27.0,0
29C,10,0,1.191,18.7,4.26,0.0,14,0.88,38.7,4
104,15,1,0.404,6.8,1.6,0.0,16,0.8,40.4,0
5C,4,0,0.2,5.1,1.75,0.0,16,0.85,39.4,0
45A,20,0,1.212,12.3,4.22,0.0,14,0.91,37.4,5
104,7,0,1.328,14.7,3.66,0.0,12,0.8,39.8,4
27D,1,0,0.2,10.5,1.76,0.15,14,0.75,37.9,0
5C,23,0,0.557,2.0,1.0,0.0,15,0.85,39.3,0
29C,12,1,0.402,7.6,2.37,0.0,16,0.88,33.3,0
21C,4,1,0.2,7.3,1.44,0.0,13,0.9,40.1,0
32B,14,0,0.578,10.8,1.93,0.0,9,0.68,39.6,0
45A,9,0,1.181,15.5,3.29,0.0,15,0.91,35.7,4
12E,7,0,1.416,13.8,4.16,0.0,10,0.88,22.4,4
15G,2,1,0.2,4.7,1.06,0.0,12,0.72,34.6,0
104,13,1,0.554,10.6,2.92,0.0,13,0.8,26.7,0
21C,0,0,0.2,10.4,1.94,0.0,12,0.9,31.7,0
21C,0,0,0.2,7.9,1.92,0.0,15,0.9,40.6,0
32B,6,0,0.35,7.4,1.26,0.0,14,0.68,31.5,0
70,17,0,0.901,19.4,4.08,0.0,12,0.86,26.5,2
12E,21,0,1.211,6.1,1.05,0.25,16,0.88,39.7,5
23C,16,0,0.2,4.4,1.57,0.0,12,0.92,27.2,0
5C,9,0,1.099,21.2,3.82,0.0,12,0.85,25.8,3
70,1,1,0.2,6.8,1.62,0.0,10,0.86,41.7,0
32B,1,0,0.2,9.0,1.35,0.0,10,0.68,36.2,0
19C,14,1,0.332,8.0,1.27,0.0,11,0.78,22.7,0
101,4,1,0.2,5.2,1.51,0.0,10,0.85,41.4,0
11D,7,1,0.528,11.7,3.02,0.0,13,0.7,22.9,0
23C,18,0,1.213,17.9,4.48,0.0,17,0.92,36.3,5
29C,4,0,0.265,6.6,1.46,0.0,10,0.88,32.3,0
9A,16,0,0.2,2.4,1.65,0.0,17,0.93,38.5,0
29B,23,1,0.275,6.8,1.76,0.0,14,0.7,26.6,0
23C,12,0,1.066,8.9,2.09,0.32,12,0.92,30.1,2
19C,8,1,1.271,21.4,4.36,0.29,11,0.78,29.8,5
29B,9,1,0.844,20.2,4.12,0.0,9,0.7,27.2,0
21G,10,0,0.94,12.9,2.89,0.0,16,0.92,34.2,2
47A,1,1,0.2,10.7,1.7,0.0,17,0.95,38.8,0
29C,11,0,0.771,6.8,1.49,0.0,12,0.88,22.0,0
29B,21,0,1.128,5.1,1.23,0.0,12,0.7,25.5,3
47A,10,0,1.37,12.7,2.7,0.0,16,0.95,39.8,5
9A,23,0,0.655,7.9,1.71,0.0,17,0.93,23.3,0
5C,14,0,0.466,5.9,1.07,0.1,14,0.85,30.7,0
101,1,0,0.205,6.1,1.0,0.0,11,0.85,22.4,0
21C,13,1,0.352,11.1,2.17,0.0,17,0.9,26.3,0
104,17,1,0.712,16.1,4.01,0.0,11,0.8,40.7,0
21C,22,0,0.229,3.9,1.49,0.0,16,0.9,28.8,0
12E,2,0,0.35,4.8,1.36,0.0,12,0.88,23.6,0
11D,9,1,0.418,20.6,5.0,0.0,14,0.7,34.5,0
32B,14,1,0.409,9.7,1.45,0.0,12,0.68,27.6,0
45A,15,0,0.7,7.8,1.45,0.0,15,0.91,40.4,0
29C,8,1,0.925,17.1,4.02,0.0,14,0.88,28.4,2
101,14,0,0.798,13.9,2.41,0.0,11,0.85,35.7,0
29B,0,0,0.316,7.1,1.74,0.0,10,0.7,28.4,0
M70,6,0,0.438,8.5,1.9,0.57,11,0.6,29.0,0
12E,18,0,1.167,17.1,4.35,0.0,12,0.88,39.3,5
21G,16,1,0.366,9.7,1.57,0.0,11,0.92,29.3,0
104,23,1,0.279,7.0,2.26,0.0,15,0.8,28.8,0
29B,9,0,1.404,21.5,5.0,0.0,10,0.7,25.3,5
45A,17,1,0.818,16.1,3.5,0.0,17,0.91,40.2,0
